Answer,Question
عبداللہ بن عمر رضی الله عنہما سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے دو گروہوں میں سے ایک گروہ کو صلاۃ خوف ایک رکعت پڑھائی اور دوسرا گروہ دشمن کے سامنے کھڑا رہا، پھر یہ لوگ پلٹے، اور ان لوگوں کی جگہ پر جو دشمن کے مقابل میں تھے جا کر کھڑے ہو گئے اور جو لوگ دشمن کے مقابل میں تھے وہ آئے تو آپ صلی اللہ علیہ وسلم نے انہیں دوسری رکعت پڑھائی پھر آپ نے سلام پھیر دیا، پھر یہ لوگ کھڑے ہوئے اور انہوں نے اپنی ایک رکعت پوری کی۔ اور (جو ایک رکعت پڑھ کر دشمن کے سامنے چلے گئے تھے) وہ کھڑے ہوئے اور انہوں نے بھی اپنی ایک رکعت پوری کی۔,نبی اکرم صلی اللہ علیہ وسلم نے صلاۃ خوف کیسے پڑھائی
سہل بن ابی حثمہ رضی الله عنہ سے روایت ہے کہ انہوں نے صلاۃ خوف کے بارے میں کہا کہ امام قبلہ رخ کھڑا ہو گا، اور لوگوں کی ایک جماعت اس کے ساتھ کھڑی ہو گی اور ایک جماعت دشمن کے سامنے رہے گی اور اس کا رخ دشمن کی طرف ہو گا، امام انہیں ایک رکعت پڑھائے گا، اور دوسری ایک رکعت وہ خود اپنی جگہ پر پڑھیں گے اور خود ہی سجدے کریں گے، پھر یہ ان لوگوں کی جگہ پر چلے جائیں گے اور وہ ان کی جگہ آ جائیں گے، اب امام ایک رکعت انہیں پڑھائے گا اور ان کے ساتھ دو سجدے کرے گا، اس طرح امام کی دو رکعتیں ہو جائیں گی اور ان کی ایک ہی رکعت ہو گی، پھر یہ ایک رکعت اور پڑھیں گے اور دو سجدے کریں گے۔,سہل بن ابی حثمہ رضی الله عنہ نے صلاۃ خوف کے بارے میں کیا کہا
صالح بن خوات ایک ایسے شخص سے روایت کرتے ہیں جس نے نبی اکرم صلی اللہ علیہ وسلم کے ساتھ صلاۃ خوف ادا کی، پھر انہوں نے اسی طرح ذکر کیا۔,صالح بن خوات نے صلاۃ خوف کے بارے میں کیا ذکر کیا
ابو الدرداء رضی الله عنہ کہتے ہیں کہ میں نے رسول اللہ صلی اللہ علیہ وسلم کے ساتھ گیارہ سجدے کئے۔ ان میں سے ایک وہ تھا جو سورۂ نجم میں ہے۔,ابو الدرداء رضی الله عنہ نے رسول اللہ صلی اللہ علیہ وسلم کے ساتھ کون سا سجدے کیا۔
"مجاہد کہتے ہیں: ہم لوگ ابن عمر رضی الله عنہما کے پاس تھے انہوں نے کہا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا ہے: ""عورتوں کو رات میں مسجد جانے کی اجازت دو""، ان کے بیٹے بلال نے کہا: اللہ کی قسم! ہم انہیں اجازت نہیں دیں گے۔ وہ اسے فساد کا ذریعہ بنا لیں گی، تو ابن عمر رضی الله عنہما نے کہا: اللہ تجھے ایسا ایسا کرے، میں کہتا ہوں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا، اور تو کہتا ہے کہ ہم انہیں اجازت نہیں دیں گے ۱؎۔",عورتوں کو رات میں مسجد جانے کی اجازت دینے کے بارے میں کیا بیان ہے
"طارق بن عبداللہ محاربی رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""جب تم نماز میں ہو تو اپنے دائیں طرف نہ تھوکو، اپنے پیچھے یا اپنے بائیں طرف یا پھر بائیں پاؤں کے نیچے (تھوکو)""۔",نماز میں تھوکنے کے بارے میں کیا حکم ہے
ابوہریرہ رضی الله عنہ کہتے ہیں: ہم نے رسول اللہ صلی اللہ علیہ وسلم کے ساتھ «‏اقرأ باسم ربك الذي خلق» اور «‏إذا السماء انشقت» میں سجدہ کیا۔,ابوہریرہ رضی الله عنہ نے رسول اللہ صلی اللہ علیہ وسلم کے ساتھ کن آیات میں سجدہ کیا۔
"ابوہریرہ رضی الله عنہ کہتے ہیں کہ محمد رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""کیا جو شخص امام سے پہلے اپنا سر اٹھاتا ہے اس بات سے نہیں ڈرتا کہ اللہ اس کے سر کو گدھے کا سر بنا دے؟""۔",امام سے پہلے اپنا سر اٹھانا کیسا ہے
جابر بن عبداللہ رضی الله عنہما سے روایت ہے کہ معاذ بن جبل رسول اللہ صلی اللہ علیہ وسلم کے ساتھ مغرب پڑھتے تھے، پھر اپنی قوم کے لوگوں میں لوٹ کر آتے اور ان کی امامت کرتے۔,نماز پڑھنے کے بعد امامت کرنا کیسا ہے
انس بن مالک رضی الله عنہ کہتے ہیں کہ ہم جب دوپہر میں نبی اکرم صلی اللہ علیہ وسلم کے پیچھے نماز پڑھتے تو گرمی سے بچنے کے لیے اپنے کپڑوں پر سجدہ کرتے۔,صحابہ نماز پڑھتے تو گرمی سے بچنے کے لیے سجدہ کس پر کرتے۔
جابر بن سمرہ رضی الله عنہ کہتے ہیں کہ نبی اکرم صلی اللہ علیہ وسلم جب فجر پڑھتے تو اپنے مصلے پر بیٹھے رہتے یہاں تک کہ سورج نکل آتا۔,نبی اکرم صلی اللہ علیہ وسلم جب فجر پڑھتے تو اپنے مصلے پر کتنی دیر بیٹھے رہتے۔
"انس بن مالک رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""جس نے نماز فجر جماعت سے پڑھی پھر بیٹھ کر اللہ کا ذکر کرتا رہا یہاں تک کہ سورج نکل گیا، پھر اس نے دو رکعتیں پڑھیں، تو اسے ایک حج اور ایک عمرے کا ثواب ملے گا""۔ وہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""پورا، پورا، پورا، یعنی حج و عمرے کا پورا ثواب"" ۱؎۔",نماز فجر جماعت سے پڑھنے کے بعد کیا کرنے سے ایک حج اور ایک عمرے کا ثواب ہے
عبداللہ بن عباس رضی الله عنہما سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نماز میں (گردن موڑے بغیر) ترچھی نظر سے دائیں اور بائیں دیکھتے تھے اور اپنی گردن اپنی پیٹھ کے پیچھے نہیں پھیرتے تھے۔,رسول اللہ صلی اللہ علیہ وسلم نماز میں دائیں اور بائیں کیسے دیکھتے تھے
عکرمہ کے ایک شاگرد سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نماز میں ترچھی نظر سے دیکھتے تھے۔ آگے انہوں نے اسی طرح کی حدیث ذکر کی۔,رسول اللہ صلی اللہ علیہ وسلم نماز میں دائیں اور بائیں کیسے دیکھتے تھے
"انس بن مالک رضی الله عنہ کہتے ہیں کہ مجھ سے رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""اے میرے بیٹے! نماز میں ادھر ادھر (گردن موڑ کر) دیکھنے سے بچو، نماز میں گردن موڑ کر ادھر ادھر دیکھنا ہلاکت ہے، اگر دیکھنا ضروری ہی ٹھہرے تو نفل نماز میں دیکھو، نہ کہ فرض میں""۔",رسول اللہ صلی اللہ علیہ وسلم نے نماز میں ادھر ادھر دیکھنے کے بارے میں کیا فرمایا
"ام المؤمنین عائشہ رضی الله عنہا کہتی ہیں کہ میں نے رسول اللہ صلی اللہ علیہ وسلم سے نماز میں ادھر ادھر (گردن موڑ کر) دیکھنے کے بارے میں پوچھا تو آپ نے کہا:""یہ تو اچک لینا ہے، شیطان آدمی کی نماز اچک لیتا ہے""۔",رسول اللہ صلی اللہ علیہ وسلم نے نماز میں ادھر ادھر دیکھنے کے بارے میں کیا فرمایا
"علی اور معاذ بن جبل رضی الله عنہما کہتے ہیں کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""جب تم میں سے کوئی نماز پڑھنے آئے اور امام جس حالت میں ہو تو وہ وہی کرے جو امام کر رہا ہو""۔",جب کوئی نماز پڑھنے آئے اور امام نماز پڑھا رہا ہو تو کیا کرنا چاہیے
"ابوقتادہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""جب نماز کی اقامت کہہ دی جائے تو تم اس وقت تک نہ کھڑے ہو جب تک کہ مجھے نکل کر آتے نہ دیکھ لو""۔",جب نماز کی اقامت کہہ دی جائے تو کس وقت کھڑے ہونا چاہیے
"عبداللہ بن مسعود رضی الله عنہ کہتے ہیں کہ میں نماز پڑھ رہا تھا، اور نبی اکرم صلی اللہ علیہ وسلم موجود تھے، ابوبکر اور عمر رضی الله عنہما (بھی) آپ کے ساتھ تھے، جب میں (قعدہ اخیرہ میں) بیٹھا تو پہلے میں نے اللہ کی تعریف کی پھر نبی اکرم صلی اللہ علیہ وسلم پر درود بھیجا، پھر اپنے لیے دعا کی، تو نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""مانگو، تمہیں دیا جائے گا، مانگ تمہیں دیا جائے گا""۔",عبداللہ بن مسعود رضی الله عنہ نے نماز کے بعد دعا مانگی تو نبی اکرم صلی اللہ علیہ وسلم نے کیا فرمایا
"عبداللہ بن عمر رضی الله عنہما سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""رات اور دن کی نماز دو دو رکعت ہے""۔",نبی اکرم صلی اللہ علیہ وسلم نے رات اور دن کی نماز کے بارے میں کیا فرمایا 
عاصم بن ضمرہ کہتے ہیں کہ ہم نے علی رضی الله عنہ سے رسول اللہ صلی اللہ علیہ وسلم کے دن کی نماز کے بارے میں پوچھا؟ تو انہوں نے کہا: تم اس کی طاقت نہیں رکھتے، اس پر ہم نے کہا: ہم میں سے کون اس کی طاقت رکھتا ہے؟ تو انہوں نے کہا: رسول اللہ صلی اللہ علیہ وسلم جب سورج اس طرف (یعنی مشرق کی طرف) اس طرح ہو جاتا جیسے کہ عصر کے وقت اس طرف (یعنی مغرب کی طرف) ہوتا ہے تو دو رکعتیں پڑھتے، اور جب سورج اس طرف (مشرق میں) اس طرح ہو جاتا جیسے کہ اس طرف (مغرب میں) ظہر کے وقت ہوتا ہے تو چار رکعت پڑھتے، اور چار رکعت ظہر سے پہلے پڑھتے اور دو رکعت اس کے بعد اور عصر سے پہلے چار رکعت پڑھنے، ہر دو رکعت کے درمیان مقرب فرشتوں اور انبیاء و رسل پر اور مومنوں اور مسلمانوں میں سے جن لوگوں نے ان کی پیروی کی ہے ان پر سلام پھیر کر فصل کرتے۔,رسول اللہ صلی اللہ علیہ وسلم نے دن کی نماز کے بارے میں کیا فرمایا 
ام المؤمنین عائشہ رضی الله عنہا کہتی ہیں: رسول اللہ صلی اللہ علیہ وسلم اپنی بیویوں کی چادروں میں نماز نہیں پڑھتے تھے۔,کیا رسول اللہ صلی اللہ علیہ وسلم اپنی بیویوں کی چادروں میں نماز پڑھتے تھے۔
ام المؤمنین عائشہ رضی الله عنہا کہتی ہیں کہ میں گھر آئی، رسول اللہ صلی اللہ علیہ وسلم نماز پڑھ رہے تھے اور دروازہ بند تھا، تو آپ چل کر آئے اور میرے لیے دروازہ کھولا۔ پھر اپنی جگہ لوٹ گئے، اور انہوں نے بیان کیا کہ دروازہ قبلے کی طرف تھا ۱؎۔,ام المؤمنین عائشہ رضی الله عنہا گھر آئیں اور رسول اللہ صلی اللہ علیہ وسلم نماز پڑھ رہے تھے تو اپ نے کیا کیا
ابووائل شقیق بن سلمہ کہتے ہیں: ایک شخص نے عبداللہ بن مسعود رضی الله عنہ سے لفظ «غَيْرِ آسِنٍ» یا «يَاسِنٍ» کے بارے میں پوچھا تو انہوں نے کہا: کیا تم نے اس کے علاوہ پورا قرآن پڑھ لیا ہے؟ اس نے کہا: جی ہاں، انہوں نے کہا: ایک قوم اسے ایسے پڑھتی ہے جیسے کوئی خراب کھجور جھاڑ رہا ہو، یہ ان کے گلے سے آگے نہیں بڑھتا، میں ان متشابہ سورتوں کو جانتا ہوں جنہیں رسول اللہ صلی اللہ علیہ وسلم ملا کر پڑھتے تھے۔ ابووائل کہتے ہیں: ہم نے علقمہ سے پوچھنے کے لیے کہا تو انہوں نے ابن مسعود رضی الله عنہ سے پوچھا: انہوں نے بتایا کہ یہ مفصل کی بیس سورتیں ہیں ۱؎ نبی اکرم صلی اللہ علیہ وسلم ہر رکعت میں دو دو سورتیں ملا کر پڑھتے تھے۔, مفصل کی سورتیں نبی اکرم صلی اللہ علیہ وسلم کیسے پڑھتے تھے۔
